1.txt,#genre#
1.txt Stream 1659,http://183.162.119.154:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路5』
1.txt Stream 1660,http://60.172.130.146:352/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路6』
1.txt Stream 1662,http://112.30.194.221:20080/live/eac499adad7b49ff9cfa79ba84693959/hls.m3u8?zanhd$IPV4『线路2』
1.txt Stream 1664,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8?zanhd%EF%BC%9F%E4%B8%96%E7%95%8C%E6%9D%AF%E4%B8%96%E7%95%8C%E6%9D%AF$IPV4『线路1』
1.txt Stream 1665,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8?zanhd$IPV4『线路2』
1.txt Stream 1669,http://60.172.130.146:352/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路2』
1.txt Stream 1685,http://ls.qingting.fm/live/1794199.m3u8$IPV4『线路2』
1.txt Stream 1688,http://ls.qingting.fm/live/267.m3u8$IPV4『线路2』
1.txt Stream 1692,http://zbbf2.ahbztv.com/live/418.m3u8?zanhd$IPV4『线路1』
1.txt Stream 1699,http://live.cms.anhuinews.com/video/s10003-lbtv/index.m3u8?zanhd$IPV4『线路2』
1.txt Stream 17,http://42.48.105.224:9002/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路12』
1.txt Stream 1700,http://live.xmcdn.com/live/91/64.m3u8$IPV4『线路1』
1.txt Stream 1709,http://live.xmcdn.com/live/56/64.m3u8$IPV4『线路1』
1.txt Stream 1715,http://180.213.174.225:9901/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4
1.txt Stream 1719,https://m3u8channel.yunxya.com/nmip-media/channellive/channel100028/playlist.m3u8$IPV4『线路2』
1.txt Stream 1723,https://qcfile.qcrmt.com/nmip-media/channellive/channel100933/playlist.m3u8$IPV4『线路6』
1.txt Stream 1731,http://ls.qingting.fm/live/276.m3u8$IPV4『线路3』
1.txt Stream 1734,http://183.64.174.171:40123/ch1.m3u8?zzhongqd$IPV4『线路1』
1.txt Stream 1736,http://222.179.155.21:1935/ch1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]$IPV4『线路1』
1.txt Stream 1737,http://183.230.184.51:65500/tntv1.m3u8?zzhongqd$IPV4『线路2』
1.txt Stream 1738,http://183.64.181.25:40023/rongchang01.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]$IPV4『线路3』
1.txt Stream 174,http://221.227.111.19:50001/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路12』
1.txt Stream 1742,http://222.179.155.21:1935/ch1.m3u8?zzhongqd$IPV4『线路2』
1.txt Stream 1744,http://123.146.162.24:8013/tslslive/noEX9SG/hls/live_sd.m3u8?zzhongqd$IPV4『线路1』
1.txt Stream 1745,http://live.xmcdn.com/live/1678/64.m3u8$IPV4『线路2』
1.txt Stream 1747,http://123.146.162.24:8013/tslslive/noEX9SG/hls/live_sd.m3u8$IPV4『线路4』
1.txt Stream 1749,http://123.146.162.24:8017/iTXwrGs/800/live.m3u8?zzhongqd$IPV4『线路6』
1.txt Stream 175,http://183.162.119.154:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路13』
1.txt Stream 1751,http://123.146.162.24:8013/tslslive/PU2vzMI/hls/live_sd.m3u8?zzhongqd$IPV4『线路1』
1.txt Stream 1753,http://123.146.162.24:8013/tslslive/PU2vzMI/hls/live_sd.m3u8$IPV4『线路3』
1.txt Stream 1754,http://123.146.162.24:8017/c2F0hmi/1000/live.m3u8?zzhongqd$IPV4『线路4』
1.txt Stream 1756,http://live.xmcdn.com/live/128/64.m3u8$IPV4『线路1』
1.txt Stream 176,http://113.220.232.51:9999/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路14』
1.txt Stream 1760,http://ls.qingting.fm/live/4885.m3u8$IPV4『线路2』
1.txt Stream 177,http://60.172.130.146:352/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路15』
1.txt Stream 1771,http://live.xmcdn.com/live/792/64.m3u8$IPV4『线路1』
1.txt Stream 1775,http://110.81.206.138:49231/tsfile/live/23025_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路5』
1.txt Stream 1776,http://110.81.206.138:49231/tsfile/live/23026_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4
1.txt Stream 1777,http://live.xmcdn.com/live/789/64.m3u8$IPV4『线路1』
1.txt Stream 1779,http://110.81.206.138:49231/tsfile/live/23023_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4
1.txt Stream 178,http://183.223.157.33:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路16』
1.txt Stream 1780,http://110.81.206.138:49231/tsfile/live/23030_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4
1.txt Stream 1783,http://120.198.101.106:9901/tsfile/live/1010_1.m3u8?key=txiptv$IPV4『线路2』
1.txt Stream 1784,http://live.xmcdn.com/live/252/64.m3u8$IPV4『线路3』
1.txt Stream 1785,http://183.237.95.108:9901/tsfile/live/1030_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路4』
1.txt Stream 179,http://42.48.105.224:9002/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路17』
1.txt Stream 1795,http://120.198.95.220:9901/tsfile/live/1010_1.m3u8?key=txiptv$IPV4『线路5』
1.txt Stream 1796,http://120.198.101.106:9901/tsfile/live/1012_1.m3u8?key=txiptv$IPV4『线路6』
1.txt Stream 1798,http://183.237.95.108:9901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路8』
1.txt Stream 18,http://222.241.134.93:8099/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路13』
1.txt Stream 180,http://222.241.134.93:8099/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路18』
1.txt Stream 1803,http://218.13.170.98:9901/tsfile/live/0019_1.m3u8?key=txiptv$IPV4『线路13』
1.txt Stream 1809,http://120.198.101.106:9901/tsfile/live/1013_1.m3u8?key=txiptv$IPV4『线路3』
1.txt Stream 181,http://118.122.189.74:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路19』
1.txt Stream 1812,http://183.237.95.108:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路6』
1.txt Stream 1818,http://183.237.95.108:9901/tsfile/live/1032_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路1』
1.txt Stream 182,http://223.112.219.174:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路20』
1.txt Stream 1821,http://121.11.160.7:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路4』
1.txt Stream 1823,http://183.237.95.108:9901/tsfile/live/1037_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路2』
1.txt Stream 183,http://58.221.214.82:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路21』
1.txt Stream 1861,http://live.xmcdn.com/live/299/64.m3u8$IPV4『线路1』
1.txt Stream 1864,http://hlscdn.liangtv.cn/live/0234c48e0bc24fe1b41b9999a253e581/1075ee38e04f490690f6a36a16e09c79.m3u8?fbl=$IPV4『线路1』
1.txt Stream 1871,http://ls.qingting.fm/live/1861.m3u8$IPV4『线路3』
1.txt Stream 1872,http://vapi.91kds.cc/live1/hitv.m3u8?id=hiys&apiKey=2079b631b519ec17da0bc09844eb8419$IPV4
1.txt Stream 1873,http://vapi.91kds.cc/live1/hitv.m3u8?id=hiqs&apiKey=2079b631b519ec17da0bc09844eb8419$IPV4
1.txt Stream 1874,http://183.162.119.154:9901/tsfile/live/1052_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4
1.txt Stream 1880,http://live.dxhmt.cn:9081/tv/10422-1.m3u8?$IPV4『线路2』
1.txt Stream 1887,http://live.dxhmt.cn:9081/tv/11621-1.m3u8?$IPV4
1.txt Stream 1900,http://live.dxhmt.cn:9081/tv/11625-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]$IPV4『线路1』
1.txt Stream 1911,http://live.xmcdn.com/live/491/64.m3u8$IPV4『线路2』
1.txt Stream 1916,http://61.163.181.78:85/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4
1.txt Stream 1925,http://live.dxhmt.cn:9081/tv/10527-1.m3u8?$IPV4
1.txt Stream 1931,https://jwplay.hebyun.com.cn/live/xttv/1500k/tzwj_video.m3u8?zhebd$IPV4『线路1』
1.txt Stream 1935,http://ls.qingting.fm/live/2810.m3u8$IPV4
1.txt Stream 1943,http://121.19.134.222:808/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路6』
1.txt Stream 1953,http://ls.qingting.fm/live/1650.m3u8$IPV4『线路8』
1.txt Stream 1955,https://jwcdnqx.hebyun.com.cn/live/clzhpd/1500k/tzwj_video.m3u8?zhebd$IPV4
1.txt Stream 196,http://183.223.157.33:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路10』
1.txt Stream 1967,https://jwcdnqx.hebyun.com.cn/live/luquanyi/1500k/tzwj_video.m3u8?zhebd$IPV4
1.txt Stream 1968,http://116.128.243.121:85/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路1』
1.txt Stream 197,http://183.162.119.154:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路11』
1.txt Stream 1972,http://116.128.242.83:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路5』
1.txt Stream 1973,http://222.241.134.93:8099/tsfile/live/1002_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路6』
1.txt Stream 1974,http://183.215.134.239:19901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路7』
1.txt Stream 1975,http://42.48.105.224:9002/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路8』
1.txt Stream 1976,http://113.218.229.47:8081/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路9』
1.txt Stream 1977,http://www.peanutbar.cn:8099/tsfile/live/1002_1.m3u8?key=txiptv$IPV4『线路10』
1.txt Stream 1978,http://116.128.243.121:85/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路1』
1.txt Stream 198,http://223.112.219.174:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路12』
1.txt Stream 1982,http://116.128.242.83:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路5』
1.txt Stream 1983,http://222.241.134.93:8099/tsfile/live/1006_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路6』
1.txt Stream 1985,http://www.peanutbar.cn:8099/tsfile/live/1006_1.m3u8?key=txiptv$IPV4『线路8』
1.txt Stream 1988,http://116.128.242.83:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路3』
1.txt Stream 1989,http://222.241.134.93:8099/tsfile/live/1004_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路4』
1.txt Stream 199,http://60.172.130.146:352/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路13』
1.txt Stream 1991,http://www.peanutbar.cn:8099/tsfile/live/1004_1.m3u8?key=txiptv$IPV4『线路6』
1.txt Stream 1994,http://222.241.134.93:8099/tsfile/live/1001_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路3』
1.txt Stream 1995,http://113.218.229.47:8081/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路4』
1.txt Stream 1996,http://www.peanutbar.cn:8099/tsfile/live/1001_1.m3u8?key=txiptv$IPV4『线路5』
1.txt Stream 1998,http://www.peanutbar.cn:8099/tsfile/live/1003_1.m3u8?key=txiptv$IPV4『线路2』
1.txt Stream 1999,http://222.241.134.93:8099/tsfile/live/1008_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路1』
1.txt Stream 200,http://218.92.37.174:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路14』
1.txt Stream 2000,http://183.215.134.239:19901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路2』
1.txt Stream 2001,http://www.peanutbar.cn:8099/tsfile/live/1008_1.m3u8?key=txiptv$IPV4『线路3』
1.txt Stream 2002,http://116.128.243.121:85/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路1』
1.txt Stream 2004,http://116.128.242.83:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路3』
1.txt Stream 2005,http://222.241.134.93:8099/tsfile/live/1000_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路4』
1.txt Stream 2006,http://jf.jxx2023.work:40446/tsfile/live/1011_1.m3u8?key=txiptv$IPV4『线路5』
1.txt Stream 2007,http://113.218.229.47:8081/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路6』
1.txt Stream 2008,http://www.peanutbar.cn:8099/tsfile/live/1000_1.m3u8?key=txiptv$IPV4『线路7』
1.txt Stream 2009,http://222.241.134.93:8099/tsfile/live/1007_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路1』
1.txt Stream 201,http://221.227.111.19:50001/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路15』
1.txt Stream 2010,http://113.218.229.47:8081/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路2』
1.txt Stream 2011,http://www.peanutbar.cn:8099/tsfile/live/1007_1.m3u8?key=txiptv$IPV4『线路3』
1.txt Stream 2012,http://116.128.242.83:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路1』
1.txt Stream 2013,http://222.241.134.93:8099/tsfile/live/1003_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路2』
1.txt Stream 2016,http://180.213.174.225:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路2』
1.txt Stream 2017,http://ls.qingting.fm/live/4877.m3u8$IPV4
1.txt Stream 2018,http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8$IPV4
1.txt Stream 2019,http://hbqjdb.chinashadt.com:2035/live/1.stream/playlist.m3u8$IPV4『线路1』
1.txt Stream 202,http://113.220.232.51:9999/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路16』
1.txt Stream 2023,http://113.57.93.165:9900/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路3』
1.txt Stream 2024,http://119.36.148.115:59901/tsfile/live/1004_1.m3u8?key=txiptv$IPV4『线路4』
1.txt Stream 2025,http://113.57.20.158:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路5』
1.txt Stream 2028,http://220.249.114.102:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路3』
1.txt Stream 203,http://222.241.134.93:8099/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路17』
1.txt Stream 2030,http://220.249.114.102:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路2』
1.txt Stream 2033,http://113.57.20.158:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路3』
1.txt Stream 2034,http://220.249.114.102:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路4』
1.txt Stream 2036,http://220.249.114.102:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路2』
1.txt Stream 204,http://118.122.189.74:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路18』
1.txt Stream 2040,http://113.57.20.158:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路4』
1.txt Stream 2041,http://220.249.114.102:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路5』
1.txt Stream 205,http://183.215.134.239:19901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路19』
1.txt Stream 2050,http://stream.appwuhan.com/jyzb/sd/live.m3u8?$IPV4『线路3』
1.txt Stream 2051,http://stream.appwuhan.com/4tzb/sd/live.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]$IPV4『线路1』
1.txt Stream 2052,http://stream.appwuhan.com/4tzb/sd/live.m3u8?$IPV4『线路2』
1.txt Stream 2053,http://stream.appwuhan.com/5tzb/sd/live.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]$IPV4『线路1』
1.txt Stream 2054,http://stream.appwuhan.com/5tzb/sd/live.m3u8?$IPV4『线路2』
1.txt Stream 2056,http://59.175.226.142:280/gb28181/xwzh.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]$IPV4『线路1』
1.txt Stream 2057,http://59.175.226.142:280/gb28181/xwzh.m3u8?zhubd$IPV4『线路2』
1.txt Stream 2059,https://p8.vzan.com/slowlive/034028687228317362/live.m3u8?zbid=351104&amp;amp%3Btpid=868100086$IPV4『线路1』
1.txt Stream 206,http://42.48.105.224:9002/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路20』
1.txt Stream 2061,https://p8.vzan.com/slowlive/034028687228317362/live.m3u8?zbid=351104&tpid=868100086$IPV4『线路3』
1.txt Stream 2063,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]$IPV4『线路1』
1.txt Stream 2065,https://stream.jmtv.com.cn/xwzh/playlist.m3u8?_upt=3e28e7271664278691$IPV4『线路3』
1.txt Stream 2066,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8?zhubd$IPV4『线路4』
1.txt Stream 2067,http://stream.appwuhan.com/3tzb/sd/live.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]$IPV4『线路1』
1.txt Stream 2069,http://stream.appwuhan.com/3tzb/sd/live.m3u8?$IPV4『线路3』
1.txt Stream 207,http://58.221.214.82:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路21』
1.txt Stream 2070,http://stream.appwuhan.com/1tzb/sd/live.m3u8?$IPV4『线路1』
1.txt Stream 2071,http://stream.appwuhan.com/1tzb/sd/live.m3u8?$IPV4『线路2』
1.txt Stream 2073,http://hbqjdb.chinashadt.com:2035/live/3.stream/playlist.m3u8$IPV4
1.txt Stream 2074,http://58.221.214.82:9901/tsfile/live/0009_2.m3u8?key=txiptv$IPV4
1.txt Stream 2078,http://58.220.219.14:9901/tsfile/live/0120_3.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路2』
1.txt Stream 2079,http://58.221.214.82:9901/tsfile/live/0004_2.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路3』
1.txt Stream 208,http://61.157.139.15:9901/tsfile/live/2378_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路22』
1.txt Stream 2080,http://58.221.214.82:9901/tsfile/live/0007_2.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路1』
1.txt Stream 2081,http://58.221.214.82:9901/tsfile/live/0007_2.m3u8?key=txiptv$IPV4『线路2』
1.txt Stream 2082,http://58.221.214.82:9901/tsfile/live/0012_2.m3u8?key=txiptv$IPV4『线路1』
1.txt Stream 2083,http://58.221.214.82:9901/tsfile/live/0012_2.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路2』
1.txt Stream 2101,http://jrlive.jrntv.com/live/_definst_/dangjians/playlist.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]$IPV4
1.txt Stream 2102,http://jrlive.jrntv.com/live/_definst_/yingshis/chunklist_w1994429382.m3u8?zjiangsd$IPV4
1.txt Stream 2104,http://jrlive.jrntv.com/live/_definst_/jrxwzhs/playlist.m3u8?zjiangsd$IPV4『线路2』
1.txt Stream 2105,http://jrlive.jrntv.com/live/_definst_/shenghuos/playlist.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]$IPV4
1.txt Stream 2107,http://rudong-tv-hls.cm.jstv.com/rudong-tv/rdxwzh.m3u8?zjiangsd$IPV4
1.txt Stream 2109,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_xw.m3u8?zjiangsd$IPV4『线路1』
1.txt Stream 2111,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_zs.m3u8?zjiangsd$IPV4『线路2』
1.txt Stream 2112,http://3gvod.zjgonline.com.cn:1935/live/_definst_/xinwenzonghe_app/chunklist.m3u8$IPV4『线路1』
1.txt Stream 2113,http://3gvod.zjgonline.com.cn:1935/live/xinwenzonghe2/playlist.m3u8$IPV4『线路2』
1.txt Stream 2115,http://3gvod.zjgonline.com.cn:1935/live/_definst_/shehuishenghuo_app/chunklist.m3u8$IPV4
1.txt Stream 2116,http://live.xmcdn.com/live/2539/64.m3u8$IPV4
1.txt Stream 2117,http://stream.thmz.com/wxtv2/sd/live.m3u8?zjiangsd$IPV4
1.txt Stream 2118,http://stream.thmz.com/wxtv1/sd/live.m3u8?zjiangsd$IPV4
1.txt Stream 212,http://58.243.224.244:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路1』
1.txt Stream 2120,http://stream.thmz.com/wxtv4/sd/live.m3u8?zjiangsd$IPV4『线路2』
1.txt Stream 2121,http://live.xmcdn.com/live/563/64.m3u8$IPV4『线路1』
1.txt Stream 2123,http://stream.thmz.com/wxtv5/sd/live.m3u8?zjiangsd$IPV4『线路3』
1.txt Stream 2124,http://stream.thmz.com/wxtv3/sd/live.m3u8?zjiangsd$IPV4
1.txt Stream 2130,http://711285539.cloudvdn.com/a.m3u8?domain=shuyang-tv-hls.cm.jstv.com&player=B68AAKs_iZvX9cgX&secondToken=secondToken%3AhAT0eYR-yTnf6pSUE8f9Fy2_B8A&streamid=shuyang-tv%3Ashuyang-tv%2Fshuyangzh&v3=1&zjiangsd=$IPV4『线路1』
1.txt Stream 2132,http://sihong-tv-hls.cm.jstv.com/sihong-tv/sihongxinwenzonghe.m3u8?zjiangsd$IPV4『线路1』
1.txt Stream 2134,http://3739115337.cloudvdn.com/a.m3u8?domain=siyang-tv-hls.cm.jstv.com&player=nwEAAKHdjSKP_58X&secondToken=secondToken%3A5FUijZmDyNMxtCDdne0YzSAwjuw&streamid=siyang-tv%3Asiyang-tv%2Fsiyangzh&v3=1$IPV4『线路1』
1.txt Stream 2135,http://711285539.cloudvdn.com/a.m3u8?domain=siyang-tv-hls.cm.jstv.com&player=B68AAK0g1Rzt9cgX&secondToken=secondToken%3A1l_X-TNjS9Ds07H8Au0FK_99458&streamid=siyang-tv%3Asiyang-tv%2Fsiyangzh&v3=1&zjiangsd=$IPV4『线路2』
1.txt Stream 2137,http://711285539.cloudvdn.com/a.m3u8?domain=siyang-tv-hls.cm.jstv.com&player=B68AAKK9Hjrw9cgX&secondToken=secondToken%3AIAfs4Dn9UNR5w9UDmqnFmOCSOfM&streamid=siyang-tv%3Asiyang-tv%2Fsiyangzx&v3=1&zjiangsd=$IPV4『线路1』
1.txt Stream 2139,http://stream1.mytaizhou.net/xwzh/playlist.m3u8?_upt=2f3c2e461725409415$IPV4
1.txt Stream 2140,http://stream1.mytaizhou.net/ysyl/playlist.m3u8?_upt=16dfe82d1725409426$IPV4
1.txt Stream 2145,http://traffic.jbh.tjbh.com/live/bhtv10/playlist.m3u8$IPV4
1.txt Stream 2146,http://3739115337.cloudvdn.com/a.m3u8?domain=suining-tv-hls.cm.jstv.com&player=nwEAAJApyIx-AKAX&secondToken=secondToken%3AfyPrvACXUQ_VSZUu3Rxm-2py1fo&streamid=suining-tv%3Asuining-tv%2Fsuiningsn&v3=1$IPV4『线路1』
1.txt Stream 2148,http://3739115311.cloudvdn.com/a.m3u8?domain=suining-tv-hls.cm.jstv.com&player=TwMAAPjPskOkJ6kX&secondToken=secondToken%3AjegfwzYXwUE9HzG7kRfhCd81WMU&streamid=suining-tv%3Asuining-tv%2Fsuiningzh&v3=1&zjiangsd=$IPV4『线路1』
1.txt Stream 2154,http://ganyu-tv-hls.cm.jstv.com/ganyu-tv/ganyutv.m3u8?zjiangsd$IPV4『线路1』
1.txt Stream 2160,http://zjtv-wshls.homecdn.com/live/2aa50.m3u8?wsSession=a263bdc5a26cd01b57a80359-170493712215358&amp;wsIPSercert=f56bd6194d219a5172dbed60eca6e9b0$IPV4『线路2』
1.txt Stream 2161,http://visit.jjbctv.com:1935/live/xwzhmb/playlist.m3u8?zjiangsd$IPV4『线路1』
1.txt Stream 2164,http://visit.jjbctv.com:1935/live/xwzhmb/playlist.m3u8$IPV4『线路6』
1.txt Stream 2171,http://ls.qingting.fm/live/23797.m3u8$IPV4『线路2』
1.txt Stream 2177,http://live.kanwz.net/zhpd/sd/live.m3u8?zningxd$IPV4『线路1』
1.txt Stream 2180,http://live.kanwz.net/ggpd/sd/live.m3u8?zningxd$IPV4『线路1』
1.txt Stream 2196,http://218.92.37.174:9901/tsfile/live/0120_4.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路1』
1.txt Stream 2197,http://58.221.214.82:9901/tsfile/live/0005_2.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路2』
1.txt Stream 2198,http://58.220.219.14:9901/tsfile/live/0120_4.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路3』
1.txt Stream 2199,http://58.221.214.82:9901/tsfile/live/0010_2.m3u8?key=txiptv$IPV4
1.txt Stream 2200,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzh.m3u8?zjiangsd$IPV4
1.txt Stream 2201,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzx.m3u8?zjiangsd$IPV4
1.txt Stream 2203,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningzh.m3u8?zjiangsd$IPV4『线路2』
1.txt Stream 2204,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsn.m3u8?zjiangsd$IPV4
